age_group,education,gender,nationality,electoral_district,unit,N
75+,Secondary education,Female,Other,"Kesklinn, Lasnamäe ja Pirita",Pirita,43
75+,Higher education,Female,Other,"Kesklinn, Lasnamäe ja Pirita",Pirita,33
75+,Basic education,Female,Other,"Kesklinn, Lasnamäe ja Pirita",Pirita,12
75+,Secondary education,Female,Other,"Haabersti, Põhja-Tallinn ja Kristiine",Põhja-Tallinn,324
75+,Higher education,Female,Other,"Haabersti, Põhja-Tallinn ja Kristiine",Põhja-Tallinn,172
75+,Basic education,Female,Other,"Haabersti, Põhja-Tallinn ja Kristiine",Põhja-Tallinn,139
75+,Secondary education,Female,Other,Harju- ja Raplamaa,Harjumaa,350
75+,Higher education,Female,Other,Harju- ja Raplamaa,Harjumaa,168
75+,Basic education,Female,Other,Harju- ja Raplamaa,Harjumaa,225
75+,Secondary education,Female,Other,"Hiiu-, Lääne- ja Saaremaa",Hiiumaa,5
75+,Higher education,Female,Other,"Hiiu-, Lääne- ja Saaremaa",Hiiumaa,3
75+,Basic education,Female,Other,"Hiiu-, Lääne- ja Saaremaa",Hiiumaa,3
75+,Secondary education,Female,Other,Ida-Virumaa,Ida-Virumaa,1427
75+,Higher education,Female,Other,Ida-Virumaa,Ida-Virumaa,583
75+,Basic education,Female,Other,Ida-Virumaa,Ida-Virumaa,757
75+,Secondary education,Female,Other,Jõgeva- ja Tartumaa,Jõgevamaa,86
75+,Higher education,Female,Other,Jõgeva- ja Tartumaa,Jõgevamaa,16
75+,Basic education,Female,Other,Jõgeva- ja Tartumaa,Jõgevamaa,103
75+,Secondary education,Female,Other,Järva- ja Viljandimaa,Järvamaa,53
75+,Higher education,Female,Other,Järva- ja Viljandimaa,Järvamaa,15
75+,Basic education,Female,Other,Järva- ja Viljandimaa,Järvamaa,52
75+,Secondary education,Female,Other,"Hiiu-, Lääne- ja Saaremaa",Läänemaa,52
75+,Higher education,Female,Other,"Hiiu-, Lääne- ja Saaremaa",Läänemaa,12
75+,Basic education,Female,Other,"Hiiu-, Lääne- ja Saaremaa",Läänemaa,29
75+,Secondary education,Female,Other,Lääne-Virumaa,Lääne-Virumaa,159
75+,Higher education,Female,Other,Lääne-Virumaa,Lääne-Virumaa,28
75+,Basic education,Female,Other,Lääne-Virumaa,Lääne-Virumaa,143
75+,Secondary education,Female,Other,"Võru-, Valga- ja Põlvamaa",Põlvamaa,21
75+,Higher education,Female,Other,"Võru-, Valga- ja Põlvamaa",Põlvamaa,13
75+,Basic education,Female,Other,"Võru-, Valga- ja Põlvamaa",Põlvamaa,50
75+,Secondary education,Female,Other,Pärnumaa,Pärnumaa,241
75+,Higher education,Female,Other,Pärnumaa,Pärnumaa,65
75+,Basic education,Female,Other,Pärnumaa,Pärnumaa,172
75+,Secondary education,Female,Other,Harju- ja Raplamaa,Raplamaa,34
75+,Higher education,Female,Other,Harju- ja Raplamaa,Raplamaa,9
75+,Basic education,Female,Other,Harju- ja Raplamaa,Raplamaa,54
75+,Secondary education,Female,Other,"Hiiu-, Lääne- ja Saaremaa",Saaremaa,16
75+,Higher education,Female,Other,"Hiiu-, Lääne- ja Saaremaa",Saaremaa,8
75+,Basic education,Female,Other,"Hiiu-, Lääne- ja Saaremaa",Saaremaa,11
75+,Secondary education,Female,Other,Tartu linn,Tartu linn,319
75+,Higher education,Female,Other,Tartu linn,Tartu linn,158
75+,Basic education,Female,Other,Tartu linn,Tartu linn,230
75+,Secondary education,Female,Other,Jõgeva- ja Tartumaa,Tartumaa,121
75+,Higher education,Female,Other,Jõgeva- ja Tartumaa,Tartumaa,28
75+,Basic education,Female,Other,Jõgeva- ja Tartumaa,Tartumaa,171
75+,Secondary education,Female,Other,"Võru-, Valga- ja Põlvamaa",Valgamaa,83
75+,Higher education,Female,Other,"Võru-, Valga- ja Põlvamaa",Valgamaa,26
75+,Basic education,Female,Other,"Võru-, Valga- ja Põlvamaa",Valgamaa,66
75+,Secondary education,Female,Other,Järva- ja Viljandimaa,Viljandimaa,66
75+,Higher education,Female,Other,Järva- ja Viljandimaa,Viljandimaa,24
75+,Basic education,Female,Other,Järva- ja Viljandimaa,Viljandimaa,87
75+,Secondary education,Female,Other,"Võru-, Valga- ja Põlvamaa",Võrumaa,68
75+,Higher education,Female,Other,"Võru-, Valga- ja Põlvamaa",Võrumaa,16
75+,Basic education,Female,Other,"Võru-, Valga- ja Põlvamaa",Võrumaa,73
